part_no,Part name,slno,section name,total electors,total part votes
207,"PanchayatUnionElementarySchool-Kallanatham-636141,Terraced3rdBuildingFacingSouthWestWing",2,"2-Kallanatham(R.V)And(P),Ward4,NorthKaduKattukottaiPagudhigal 343",791,438
207,"PanchayatUnionElementarySchool-Kallanatham-636141,Terraced3rdBuildingFacingSouthWestWing",3,999-OverseasElector 775,791,1
208,"GovernmentHighSchool-Kallanatham-636141,TerracdBuildingFacingEastMiddleWingRoomNo.4",1,"1-Kallanatham(R.V)And(P),Ward3,HarijanaStreet 1",1071,340
208,"GovernmentHighSchool-Kallanatham-636141,TerracdBuildingFacingEastMiddleWingRoomNo.4",2,"2-Kallanatham(R.V)And(P),Ward3,5ArunthathiarStreet 331",1071,156
208,"GovernmentHighSchool-Kallanatham-636141,TerracdBuildingFacingEastMiddleWingRoomNo.4",3,"3-Kallanatham(R.V)And(P),Ward5,HarijanaStreetColony 485",1071,467
208,"GovernmentHighSchool-Kallanatham-636141,TerracdBuildingFacingEastMiddleWingRoomNo.4",4,"4-Kallanatham(R.V)And(P),Ward5,KamarajnagarColony 941",1071,108
209,"PanchayatUnionMiddleSchool-Ammampalayam636141,SSABuildingFacingWestSouthWing",1,"1-Ammampalayam(R.V)And(P),Ward3,WestKottai 1",618,158
209,"PanchayatUnionMiddleSchool-Ammampalayam636141,SSABuildingFacingWestSouthWing",2,"2-Ammampalayam(R.V)And(P),Ward3OddarStreet 165",618,391
209,"PanchayatUnionMiddleSchool-Ammampalayam636141,SSABuildingFacingWestSouthWing",3,"3-Ammampalayam(R.V)And(P),Ward3Na.Ku.Colony.South 544",618,38
209,"PanchayatUnionMiddleSchool-Ammampalayam636141,SSABuildingFacingWestSouthWing",4,"4-Ammampalayam(R.V)And(P),Ward3,Na.Ku.Colony..Nortrh 622",618,31
210,"PanchayatUnionMiddleSchool-Ammampalayam636141,TerracedBuildingFacingWestSouthWing",1,"1-Ammampalayam(R.V)And(P),Ward3,Ma.Maa.Colony.NorthWestStreet 1",630,235
210,"PanchayatUnionMiddleSchool-Ammampalayam636141,TerracedBuildingFacingWestSouthWing",2,"2-Ammampalayam(R.V)And(P),Ward3,Na.Ku.Colony.West 227",630,181
210,"PanchayatUnionMiddleSchool-Ammampalayam636141,TerracedBuildingFacingWestSouthWing",3,"3-Ammampalayam(R.V)And(P),Ward3,Na.Ku.Colony.North,EastPagudhi 364",630,214
211,"PanchayatUnionMiddleSchool-Ammampalayam-636141,TerracedBuildingFacingWestNorthWing",1,"1-Ammampalayam(R.V)And(P),Ward1,PillaiyarKoilStreet 1",511,87
211,"PanchayatUnionMiddleSchool-Ammampalayam-636141,TerracedBuildingFacingWestNorthWing",2,"2-Ammampalayam(R.V)And(P),Ward1,NorthStreet 86",511,110
211,"PanchayatUnionMiddleSchool-Ammampalayam-636141,TerracedBuildingFacingWestNorthWing",3,"3-Ammampalayam(R.V)And(P),Ward1,EastStreet 190",511,157
211,"PanchayatUnionMiddleSchool-Ammampalayam-636141,TerracedBuildingFacingWestNorthWing",4,"4-Ammampalayam(R.V)And(P),Ward1,MelaStreet 345",511,48
211,"PanchayatUnionMiddleSchool-Ammampalayam-636141,TerracedBuildingFacingWestNorthWing",5,"5-Ammampalayam(R.V)And(P),Ward1,NaduStreet 394",511,109
212,"PanchayatUnionMiddleSchool-Ammampalayam636141,TerracedBuildingFacingWestSouthWing",1,"1-Ammampalayam(R.V)And(P),Ward2,KarnamStreet 1",748,133
212,"PanchayatUnionMiddleSchool-Ammampalayam636141,TerracedBuildingFacingWestSouthWing",2,"2-Ammampalayam(R.V)And(P),Ward2,MelaStreet 135",748,55
212,"PanchayatUnionMiddleSchool-Ammampalayam636141,TerracedBuildingFacingWestSouthWing",3,"3-Ammampalayam(R.V)And(P),Ward2,ThernilaiStreet 188",748,294
212,"PanchayatUnionMiddleSchool-Ammampalayam636141,TerracedBuildingFacingWestSouthWing",4,"4-Ammampalayam(R.V)And(P),Ward2,3ThernilaiStreet2 467",748,158
212,"PanchayatUnionMiddleSchool-Ammampalayam636141,TerracedBuildingFacingWestSouthWing",5,"5-Ammampalayam(R.V)And(P),Ward5,AnnaNagar 619",748,108
213,"PanchayatUnionElementarySchool-AmmanNagarAmmampalayam-636141,TiledBuildingFacingNorthEastWing",1,"1-Ammampalayam(R.V)And(P),Ward5,AmmanNagar 1",824,436
213,"PanchayatUnionElementarySchool-AmmanNagarAmmampalayam-636141,TiledBuildingFacingNorthEastWing",2,"2-Ammampalayam(R.V)And(P),Ward5,SathiyaNagar 414",824,388
214,"PanchayatUnionElementarySchool-GandhipuramAmmampalayam-636141,NewTerracedBuildingFacingSouthWestWing",1,"1-Ammampalayam(R.V)And(P),Ward5,GhandhipuramKattukottai 1",630,311
214,"PanchayatUnionElementarySchool-GandhipuramAmmampalayam-636141,NewTerracedBuildingFacingSouthWestWing",2,"2-Ammampalayam(R.V)And(P),Ward5,Sekkaramedu 310",630,184
214,"PanchayatUnionElementarySchool-GandhipuramAmmampalayam-636141,NewTerracedBuildingFacingSouthWestWing",3,"3-Ammampalayam(R.V)And(P),Ward5,KannagiNagar 489",630,135
215,"PanchayatUnionElementarySchool-NarikuravarColonyAmmampalayam-636141,TiledNorthBuildingFacingSouthEastWing",1,"1-Ammampalayam(R.V)And(P),Ward4,AdhithiravidarStreet 1",1014,1014
216,"PanchayatUnionElementarySchool-Valayamadevi-636141,TiledBuildingFacingEastNorthWing",1,"1-Valaiyamadhevi(R.V)And(P),Ward1,KeelpagamAdhithiravidarStreet 1",757,756
216,"PanchayatUnionElementarySchool-Valayamadevi-636141,TiledBuildingFacingEastNorthWing",2,999-OverseasElector 740,757,1
217,"PanchayatUnionElementarySchool,Valaiyamadevi-636141,TiledBuildingFacingEastSouthWing",1,"1-Valaiyamadhevi(R.V)And(P),Ward1,Nadupagam2,AdhithiravidarStreet 1",549,190
217,"PanchayatUnionElementarySchool,Valaiyamadevi-636141,TiledBuildingFacingEastSouthWing",2,"2-Valaiyamadhevi(R.V)And(P),Ward1,Melpagam3,AdhithiravidarStreet 171",549,228
217,"PanchayatUnionElementarySchool,Valaiyamadevi-636141,TiledBuildingFacingEastSouthWing",3,"3-Valaiyamadhevi(R.V)And(P),Ward1,M.G.R.HarijanaColony4 398",549,131
218,"PanchayatUnionElementarySchool-Valayamadevi-636141,NewTerracedBuildingFacingWest",1,"1-Valaiyamadhevi(R.V)And(P),Ward2,NorthStreet 1",1061,389
218,"PanchayatUnionElementarySchool-Valayamadevi-636141,NewTerracedBuildingFacingWest",2,"2-Valaiyamadhevi(R.V)And(P),Ward3,NaduStreet 394",1061,339
218,"PanchayatUnionElementarySchool-Valayamadevi-636141,NewTerracedBuildingFacingWest",3,"3-Valaiyamadhevi(R.V)And(P),Ward4,SouthStreet 728",1061,333
219,"PanchayatUnionElementarySchool-Valayamadevi-636141,TerracedBuildingFacingNorthmiddlewing",1,"1-Valaiyamadhevi(R.V)And(P),Ward5,SouthKattukottai1 1",706,377
219,"PanchayatUnionElementarySchool-Valayamadevi-636141,TerracedBuildingFacingNorthmiddlewing",2,"2-Valaiyamadhevi(R.V)And(P),Ward5,Panamthoppu 362",706,176
219,"PanchayatUnionElementarySchool-Valayamadevi-636141,TerracedBuildingFacingNorthmiddlewing",3,"3-Valaiyamadhevi(R.V)And(P),Ward5,WestKattukottai 539",706,153
220,"PanchayatUnionElementarySchool-Valayamadevi-636141,FacingNorthWestside",1,"1-Valaiyamadhevi(R.V)And(P),Ward5,SouthKattukottai2 1",619,147
220,"PanchayatUnionElementarySchool-Valayamadevi-636141,FacingNorthWestside",2,"2-Valaiyamadhevi(R.V)And(P),Ward5,Kattukottai 144",619,172
220,"PanchayatUnionElementarySchool-Valayamadevi-636141,FacingNorthWestside",3,"3-Valaiyamadhevi(R.V)And(P),Ward5,ValkaraduKattukottai 312",619,207
220,"PanchayatUnionElementarySchool-Valayamadevi-636141,FacingNorthWestside",4,"4-Valaiyamadhevi(R.V)And(P),Ward5,NorthKattukottai 511",619,93
221,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingEastSouthWing",1,"1-Thulukkanur(R.V)And(P),Ward1,NorthStreet 1",916,269
221,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingEastSouthWing",2,"2-Thulukkanur(R.V)And(P),Ward1,WestStreet 266",916,145
221,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingEastSouthWing",3,"3-Thulukkanur(R.V)And(P),Ward1,EastStreet 409",916,83
221,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingEastSouthWing",4,"4-Thulukkanur(R.V)And(P),Ward1,SouthStreet 491",916,280
221,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingEastSouthWing",5,"5-Thulukkanur(R.V)And(P),Ward1,EastWeavers 761",916,71
221,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingEastSouthWing",6,"6-Thulukkanur(R.V)And(P),Ward1,KallanathamMainRoad 830",916,68
222,"PanchayatUnionElementarySchool-4thWardThulukkanur-636141,TiledBuildingFacingEastSouthwing",1,"1-Thulukkanur(R.V)And(P),Ward4,ChettikaranThoppu 1",796,186
222,"PanchayatUnionElementarySchool-4thWardThulukkanur-636141,TiledBuildingFacingEastSouthwing",2,"2-Thulukkanur(R.V)And(P),Ward4,AnnaNagar 185",796,72
222,"PanchayatUnionElementarySchool-4thWardThulukkanur-636141,TiledBuildingFacingEastSouthwing",3,"3-Thulukkanur(R.V)And(P),Ward4,AanaikkalRoad 256",796,199
222,"PanchayatUnionElementarySchool-4thWardThulukkanur-636141,TiledBuildingFacingEastSouthwing",4,"4-Thulukkanur(R.V)And(P),Ward4,Kattukottai 442",796,339
223,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingNorthEastWing",1,"1-Thulukkanur(R.V)And(P),Ward2,NorthStreetHarijanaStreet 1",600,87
223,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingNorthEastWing",2,"2-Thulukkanur(R.V)And(P),Ward2,EastStreetHarijanaStreet 86",600,105
223,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingNorthEastWing",3,"3-Thulukkanur(R.V)And(P),Ward2,NaduStreetHarijanaStreet 186",600,49
223,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingNorthEastWing",4,"4-Thulukkanur(R.V)And(P),Ward2,WestStreetHarijanaStreet 233",600,65
223,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingNorthEastWing",5,"5-Thulukkanur(R.V)And(P),Ward2,SouthStreetHarijanaStreet 298",600,34
223,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingNorthEastWing",6,"6-Thulukkanur(R.V)And(P),Ward2,MainRoadHarijanaStreet 330",600,36
223,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingNorthEastWing",7,"7-Thulukkanur(R.V)And(P),Ward2,NewColonyHousesHarijanaStreet 366",600,203
223,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingNorthEastWing",8,"8-Thulukkanur(R.V)And(P),Ward2,KattukottaiHarijanaStreet 564",600,21
224,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingNorthwestWing",1,"1-Thulukkanur(R.V)And(P),Ward3,RajeswariNagar 1",749,161
224,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingNorthwestWing",2,"2-Thulukkanur(R.V)And(P),Ward3,IndhiraNagar 159",749,225
224,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingNorthwestWing",3,"3-Thulukkanur(R.V)And(P),Ward3,BharathiNagar 382",749,151
224,"PanchayatUnionElementarySchool-Thulukkanur-636141,TiledBuildingFacingNorthwestWing",4,"4-Thulukkanur(R.V)And(P),Ward3,Kattukottaigal 520",749,212
225,"PanchayatUnionElementarySchool-Narasingapuram-636108,NewBuildingFacingNorthEastMiddleWing",1,"1-Narasingapuram(TP),Ward1,2PerumalKoilStreet 1",708,421
225,"PanchayatUnionElementarySchool-Narasingapuram-636108,NewBuildingFacingNorthEastMiddleWing",2,"2-Narasingapuram(TP),Ward1,2UdayarStreet 411",708,105
225,"PanchayatUnionElementarySchool-Narasingapuram-636108,NewBuildingFacingNorthEastMiddleWing",3,"3-Narasingapuram(TP),Ward1,2SchoolStreet 515",708,182
226,"PanchayatUnionElementarySchool-Narasingapuram-636108,NewBuildingFacingNorthWestMiddleWing",1,"1-Narasingapuram(TP),Ward1,2Dr.RadhakirshnanStreet 1",747,106
226,"PanchayatUnionElementarySchool-Narasingapuram-636108,NewBuildingFacingNorthWestMiddleWing",2,"2-Narasingapuram(TP),Ward1,2AnnaiKasthuribaiStreet 111",747,228
226,"PanchayatUnionElementarySchool-Narasingapuram-636108,NewBuildingFacingNorthWestMiddleWing",3,"3-Narasingapuram(TP),Ward1,2PillaiyarKoilStreet 336",747,277
226,"PanchayatUnionElementarySchool-Narasingapuram-636108,NewBuildingFacingNorthWestMiddleWing",4,"4-Narasingapuram(TP),Ward1,2MahathmaGandhiStreet 600",747,136
227,"PanchayatUnionElementarySchool-Narasingapuram-636108,NewBuildingFacingEastSouthWing",1,"1-Narasingapuram(TP),Ward2,3MariammanKoilStreet 1",711,429
227,"PanchayatUnionElementarySchool-Narasingapuram-636108,NewBuildingFacingEastSouthWing",2,"2-Narasingapuram(TP),Ward3,ArignarAnnaStreet 422",711,282
228,"PanchayatUnionElementarySchool-Narasingapuram-636108,TerracedBuildingFacingNorthMiddlePortion",1,"1-Narasingapuram(TP),Ward4,SalemKadalurMainRoad 1",649,649
229,"PanchayatUnionElementarySchool,Narasingapuram-636108TerracedBuildingFacingNorthWestWing",1,"1-Narasingapuram(TP),Ward9,MariammankoilStreet,AringnarAnnaSt. 1",483,8
229,"PanchayatUnionElementarySchool,Narasingapuram-636108TerracedBuildingFacingNorthWestWing",2,"2-Narasingapuram(TP),Ward4,VallalPariStreet 9",483,210
229,"PanchayatUnionElementarySchool,Narasingapuram-636108TerracedBuildingFacingNorthWestWing",3,"3-Narasingapuram(TP),Ward4,NabigalNayagamStreet 216",483,170
229,"PanchayatUnionElementarySchool,Narasingapuram-636108TerracedBuildingFacingNorthWestWing",4,"4-Narasingapuram(TP),Ward4,ValiVeettuAngamuthuStreet 373",483,95
230,"GovernmentGirlsHigherSecondarySchool-Attur-636102,TerracedBuildingFacingWest(RoomNo.5)",1,"1-Narasingapuram(TP),Ward9,NethajiNagar 1",838,838
231,"GovernmentGirlsHigherSecondarySchool-Attur-636102,TerracedBuildingFacingWest(RoomNo.6)",1,"1-Narasingapuram(TP),Ward9,PuthumariammankoilPagudhi 1",932,932
232,"GovernmentGirlsHigherSecondarySchool-Attur-636102,TerracedBuildingFacingEast,MiddleWingNorthernSide3rdRoom",1,"1-Narasingapuram(TP),Ward9,MatchUnitArea 1",609,53
232,"GovernmentGirlsHigherSecondarySchool-Attur-636102,TerracedBuildingFacingEast,MiddleWingNorthernSide3rdRoom",2,"2-Narasingapuram(TP),Ward10,SouthKadu 75",609,556
233,"GovernmentBoysHigherSecondarySchool-Attur-636102,TerracedBuildingFacingNorthEastwingRoomNo.24",1,"1-Narasingapuram(TP),Ward5,BacksideofThakkaliMandi 1",569,203
233,"GovernmentBoysHigherSecondarySchool-Attur-636102,TerracedBuildingFacingNorthEastwingRoomNo.24",2,"2-Narasingapuram(TP),Ward5,M.G.R.Nagar 166",569,366
234,"GovernmentBoysHigherSecondarySchool-Attur-636102,TerracedBuildingFacingNorthWestWingRoomNo23",1,"1-Narasingapuram(TP),Ward5,N.V.N.Nagar 14",511,80
234,"GovernmentBoysHigherSecondarySchool-Attur-636102,TerracedBuildingFacingNorthWestWingRoomNo23",2,"2-Narasingapuram(TP),Ward5,WestsideofBoysHigherSecondarySchool 174",511,431
235,"GovernmentBoysHigherSecondarySchool-Attur-636102,TerracedBuildingFacingNorthEastWing",1,"1-Narasingapuram(TP),Ward6,HigherSec.School(Boys)(D.No.1247) 1",628,628
236,"GovernmentBoysHigherSecondarySchool-Attur-636102,TerracedBuildingFacingNorthWestWing",1,"1-Narasingapuram(TP),Ward7,ThirunavukarasuNagar(D.No.248367) 1",673,673
237,"GovernmentBoysHigherSecondarySchool-Attur-636102,TerracedBuildingFacingEastSouthWingRoomNo.38",1,"1-Narasingapuram(TP),Ward7,Thirunavukarasunagar,Srinivasanagar 1",801,801
238,"GovernmentBoysHigherSecondarySchool-Attur-636102,BuildingFacingEastNorthwingRoomNo.40",1,1,645,645
239,"GovernmentBoysHigherSecondarySchool-Attur-636102,NABARDBuildingFacingNorthRoomNo.6",1,1,560,560
240,"GovernmentBoysHigherSecondarySchool-Attur-636102,TerracedBuildingFacingEastMiddlePortionRoomNo39",1,"1-Narasingapuram(TP),Ward8KandhasamiNagar 1",149,149
241,"GovernmentBoysHigherSecondarySchool-Attur-636102,NewTerracedBuildingFacingNorthRoomNo.2",1,"1-Narasingapuram(TP),Ward11,Dr.AmbethkarStreet 1",819,819
242,"GovernmentBoysHigherSecondarySchool-Attur-636102,NewTerracedBuildingFacingNorthRoomNo.4",1,"1-Narasingapuram(TP),Ward12,PeriyarStreet 1",809,809
243,"GovernmentBoysHigherSecondarySchool-Attur-636102,NewTerracedNABARDBuildingFacingNorthRoomNo.8",1,"1-Narasingapuram(TP),Ward13,PeriyarStreet 1",621,79
243,"GovernmentBoysHigherSecondarySchool-Attur-636102,NewTerracedNABARDBuildingFacingNorthRoomNo.8",2,"2-Narasingapuram(TP),Ward13,HousingBoardQuarters(A,B,C,DTy) 84",621,439
243,"GovernmentBoysHigherSecondarySchool-Attur-636102,NewTerracedNABARDBuildingFacingNorthRoomNo.8",3,"3-Narasingapuram(TP),Ward13,HousingBoardQuarters(MType) 524",621,85
243,"GovernmentBoysHigherSecondarySchool-Attur-636102,NewTerracedNABARDBuildingFacingNorthRoomNo.8",4,"4-Narasingapuram(TP),Ward13,HousingBoardQuarters(HTYPE) 607",621,18
244,"GovernmentBoysHigherSecondarySchool-Attur-636102,NewTerracedNABARDBuildingFacingNorthRoomNo.10",1,"1-Narasingapuram(TP),Ward12,Thittanagar 1",796,796
245,"GovernmentBoysHigherSecondarySchool-Attur-636102,NewTerrcedBuildingFacingNorthRoomNo3",1,"1-Narasingapuram(TP),Ward14,SouthKaduArea 1",794,794
246,"GovernmentBoysHigherSecondarySchool,Attur-636102TiledBuildingFacingWestMiddleWing",1,"1-Narasingapuram(TP),Ward10,SouthKadu 1",326,326
247,"GovernmentBoysHigherSecondarySchool-Attur-636102,NewTerracedNABARDBuildingFacingNorthWestWingRoomNo.12",1,"1-Narasingapuram(TP),Ward14,SouthKaduArea 1",662,662
248,"GovernmentHighSchool-Narasingapuram636108,TerracedBuildingFacingNorth,WestWingRoomNo.2",1,"1-Narasingapuram(TP),Ward15,InamUdaiyampatti 1",531,156
248,"GovernmentHighSchool-Narasingapuram636108,TerracedBuildingFacingNorth,WestWingRoomNo.2",2,"2-Narasingapuram(TP),Ward15,UdaiyampattiMariammankoilStreet 116",531,266
248,"GovernmentHighSchool-Narasingapuram636108,TerracedBuildingFacingNorth,WestWingRoomNo.2",3,"3-Narasingapuram(TP),Ward15,UdaiyampattiNorthStreet 369",531,57
248,"GovernmentHighSchool-Narasingapuram636108,TerracedBuildingFacingNorth,WestWingRoomNo.2",4,"4-Narasingapuram(TP),Ward15,UdaiyampattiSouthStreet 413",531,25
248,"GovernmentHighSchool-Narasingapuram636108,TerracedBuildingFacingNorth,WestWingRoomNo.2",5,"5-Narasingapuram(TP),Ward15,UdaiyampattiMariammankoilStreet 433",531,27
249,"GovernmentHighSchool,Narasingapuram-636108SouthTerracedBuildingFacingNorthMiddleWing(RoomNo.1)",1,"2-Narasingapuram(TP),Ward16,CharkarUdaiyampatti 2",770,224
249,"GovernmentHighSchool,Narasingapuram-636108SouthTerracedBuildingFacingNorthMiddleWing(RoomNo.1)",2,"3-Narasingapuram(TP),Ward16,RajajiStreet 214",770,88
249,"GovernmentHighSchool,Narasingapuram-636108SouthTerracedBuildingFacingNorthMiddleWing(RoomNo.1)",3,"4-Narasingapuram(TP),Ward16,CeylonKattukottai 306",770,17
249,"GovernmentHighSchool,Narasingapuram-636108SouthTerracedBuildingFacingNorthMiddleWing(RoomNo.1)",4,"5-Narasingapuram(TP),Ward16,CeylonColony 323",770,25
249,"GovernmentHighSchool,Narasingapuram-636108SouthTerracedBuildingFacingNorthMiddleWing(RoomNo.1)",5,"6-Narasingapuram(TP),Ward16,KamarajNagar 347",770,153
249,"GovernmentHighSchool,Narasingapuram-636108SouthTerracedBuildingFacingNorthMiddleWing(RoomNo.1)",6,"7-Narasingapuram(TP),Ward16,KamarajNagarEast 490",770,145
249,"GovernmentHighSchool,Narasingapuram-636108SouthTerracedBuildingFacingNorthMiddleWing(RoomNo.1)",7,"8-Narasingapuram(TP),Ward16,UdaiyampattiWestKattukottai 636",770,48
249,"GovernmentHighSchool,Narasingapuram-636108SouthTerracedBuildingFacingNorthMiddleWing(RoomNo.1)",8,"9-Narasingapuram(TP),Ward16,Kamarajnagarkattukottai 685",770,16
249,"GovernmentHighSchool,Narasingapuram-636108SouthTerracedBuildingFacingNorthMiddleWing(RoomNo.1)",9,"10-Narasingapuram(TP),Ward16,KamarajnagarKalarkadu 701",770,53
249,"GovernmentHighSchool,Narasingapuram-636108SouthTerracedBuildingFacingNorthMiddleWing(RoomNo.1)",10,"11-Narasingapuram(TP),Ward15,WestKattukottai 754",770,1
250,"PanchayatUnionMiddleSchool-(Lakshmanasamuthiram)Selliampalayam-636108,NewterracedBuildingFacingNorthEastWing",1,"1-Narasingapuram(TP),Ward17,LakshmanasamudhramNaduStreet 1",587,127
250,"PanchayatUnionMiddleSchool-(Lakshmanasamuthiram)Selliampalayam-636108,NewterracedBuildingFacingNorthEastWing",2,"2-Narasingapuram(TP),Ward17,KinarradiStreet 128",587,87
250,"PanchayatUnionMiddleSchool-(Lakshmanasamuthiram)Selliampalayam-636108,NewterracedBuildingFacingNorthEastWing",3,"3-Narasingapuram(TP),Ward17,PerumalKoilStreet 215",587,82
250,"PanchayatUnionMiddleSchool-(Lakshmanasamuthiram)Selliampalayam-636108,NewterracedBuildingFacingNorthEastWing",4,"4-Narasingapuram(TP),Ward17,WestStreet 296",587,214
250,"PanchayatUnionMiddleSchool-(Lakshmanasamuthiram)Selliampalayam-636108,NewterracedBuildingFacingNorthEastWing",5,"5-Narasingapuram(TP),Ward17,LakshmanasamudhramMariammankoilStreet 498",587,35
250,"PanchayatUnionMiddleSchool-(Lakshmanasamuthiram)Selliampalayam-636108,NewterracedBuildingFacingNorthEastWing",6,"6-Narasingapuram(TP),Ward17,LakshmanasamudhramMariammankoilStreet 531",587,29
250,"PanchayatUnionMiddleSchool-(Lakshmanasamuthiram)Selliampalayam-636108,NewterracedBuildingFacingNorthEastWing",7,"7-Narasingapuram(TP),Ward17,KinatradiStreet 572",587,13
251,"PanchayatUnionMiddleSchool,(Lakshmanasamuthiram)selliyampalayam-636108,NewTerracedBuildingFacingNorthWestWing",1,"1-Narasingapuram(TP),Ward16,EastKattukottaigal 1",535,12
251,"PanchayatUnionMiddleSchool,(Lakshmanasamuthiram)selliyampalayam-636108,NewTerracedBuildingFacingNorthWestWing",2,"2-Narasingapuram(TP),Ward18,EastStreet 10",535,184
251,"PanchayatUnionMiddleSchool,(Lakshmanasamuthiram)selliyampalayam-636108,NewTerracedBuildingFacingNorthWestWing",3,"3-Narasingapuram(TP),Ward18,SouthStreet 192",535,125
251,"PanchayatUnionMiddleSchool,(Lakshmanasamuthiram)selliyampalayam-636108,NewTerracedBuildingFacingNorthWestWing",4,"4-Narasingapuram(TP),Ward18,RamarkoilStreet 317",535,81
251,"PanchayatUnionMiddleSchool,(Lakshmanasamuthiram)selliyampalayam-636108,NewTerracedBuildingFacingNorthWestWing",5,"5-Narasingapuram(TP),Ward18,SouthStreet,EastArea 400",535,73
251,"PanchayatUnionMiddleSchool,(Lakshmanasamuthiram)selliyampalayam-636108,NewTerracedBuildingFacingNorthWestWing",6,"6-Narasingapuram(TP),Ward18,LakshmanasamudhramEastStreet 473",535,18
251,"PanchayatUnionMiddleSchool,(Lakshmanasamuthiram)selliyampalayam-636108,NewTerracedBuildingFacingNorthWestWing",7,"7-Narasingapuram(TP),Ward18,LakshmanasamudhramNorthStreet 485",535,42
252,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,NewTerracedBuildingFacingNorthWestWing",1,"1-Thandavarayapuram(R.V)And(P),Ward1,NattarStreet 1",1092,123
252,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,NewTerracedBuildingFacingNorthWestWing",2,"2-Thandavarayapuram(R.V)And(P),Ward1,SchoolStreet 124",1092,96
252,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,NewTerracedBuildingFacingNorthWestWing",3,"3-Thandavarayapuram(R.V)And(P),Ward1,OorUdayarStreet 221",1092,94
252,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,NewTerracedBuildingFacingNorthWestWing",4,"4-Thandavarayapuram(R.V)And(P),Ward2,KanakkupillaiHouseStreet 316",1092,77
252,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,NewTerracedBuildingFacingNorthWestWing",5,"5-Thandavarayapuram(R.V)And(P),Ward2,VemmaniyanStreet 393",1092,201
252,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,NewTerracedBuildingFacingNorthWestWing",6,"6-Thandavarayapuram(R.V)And(P),Ward3,RadhaStreet 589",1092,62
252,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,NewTerracedBuildingFacingNorthWestWing",7,"7-Thandavarayapuram(R.V)And(P),Ward3,WiremanPeriyasamiStreet 651",1092,11
252,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,NewTerracedBuildingFacingNorthWestWing",8,"8-Thandavarayapuram(R.V)And(P),Ward5,MuruvathumalaiRoad 662",1092,68
252,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,NewTerracedBuildingFacingNorthWestWing",9,"9-Thandavarayapuram(R.V)And(P),Ward5,IrattaimalaiSandhu 731",1092,122
252,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,NewTerracedBuildingFacingNorthWestWing",10,"10-Thandavarayapuram(R.V)And(P),Ward5,V.O.C.Nagar 851",1092,238
253,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,NewTerracedBuildingFacingNorthEastWing",1,"1-Thandavarayapuram(R.V)And(P),Ward5,KamarajNagar 1",803,803
254,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,AnganwadiTerracedBuildingFacingNorth",1,"1-Thandavarayapuram(R.V)And(P),Ward5,RasipuramMainRoad 1",489,102
254,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,AnganwadiTerracedBuildingFacingNorth",2,"2-Thandavarayapuram(R.V)And(P),Ward5,Gandhipuram 99",489,30
254,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,AnganwadiTerracedBuildingFacingNorth",3,"3-Thandavarayapuram(R.V)And(P),Ward5,EastKattukottai 128",489,64
254,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,AnganwadiTerracedBuildingFacingNorth",4,"4-Thandavarayapuram(R.V)And(P),Ward5,NorthKadu 190",489,105
254,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,AnganwadiTerracedBuildingFacingNorth",5,"5-Thandavarayapuram(R.V)And(P),Ward5,SouthKattukottai 295",489,188
255,"PanchayatUnionElementarySchool-Thandavarayapuram-636108,TerracedBuildingFacingNorthEastwing",1,"1-Thandavarayapuram(r.v)and(p),Ward4,thangavelst.chettikaranstreet 1",862,862
